CODIGO ESTACION,NOMBRE ESTACION,COD_REGION,REGION,COMUNA,LAT,LONG,UTM_ESTE,UTM_NORTE,ALTITUD,ANIO,MES,PREP_MENSUAL,Unidad
08000000,QUIRIHUE,8,DEL BIOBIO,QUIRIHUE,0361655  ,0723230  ,720792,5981975,278,2019,1,2.6,mm
08000000,QUIRIHUE,8,DEL BIOBIO,QUIRIHUE,0361655  ,0723230  ,720792,5981975,278,2019,2,0.2,mm
08000000,QUIRIHUE,8,DEL BIOBIO,QUIRIHUE,0361655  ,0723230  ,720792,5981975,278,2019,5,11.4,mm
08000000,QUIRIHUE,8,DEL BIOBIO,QUIRIHUE,0361655  ,0723230  ,720792,5981975,278,2019,9,0.8,mm
08000000,QUIRIHUE,8,DEL BIOBIO,QUIRIHUE,0361655  ,0723230  ,720792,5981975,278,2019,10,0.0,mm
08000000,QUIRIHUE,8,DEL BIOBIO,QUIRIHUE,0361655  ,0723230  ,720792,5981975,278,2019,11,0.0,mm
08000000,QUIRIHUE,8,DEL BIOBIO,QUIRIHUE,0361655  ,0723230  ,720792,5981975,278,2019,12,0.0,mm
08000000,QUIRIHUE,8,DEL BIOBIO,QUIRIHUE,0361655  ,0723230  ,720792,5981975,278,2020,1,0.0,mm
08000000,QUIRIHUE,8,DEL BIOBIO,QUIRIHUE,0361655  ,0723230  ,720792,5981975,278,2020,3,1.6,mm
08000000,QUIRIHUE,8,DEL BIOBIO,QUIRIHUE,0361655  ,0723230  ,720792,5981975,278,2020,5,9.0,mm
08000000,QUIRIHUE,8,DEL BIOBIO,QUIRIHUE,0361655  ,0723230  ,720792,5981975,278,2020,6,7.0,mm
08000000,QUIRIHUE,8,DEL BIOBIO,QUIRIHUE,0361655  ,0723230  ,720792,5981975,278,2020,7,14.0,mm
08000000,QUIRIHUE,8,DEL BIOBIO,QUIRIHUE,0361655  ,0723230  ,720792,5981975,278,2021,1,0.1,mm
08000000,QUIRIHUE,8,DEL BIOBIO,QUIRIHUE,0361655  ,0723230  ,720792,5981975,278,2021,2,0.1,mm
