CODIGO ESTACION,NOMBRE ESTACION,COD_REGION,LAT,LONG,UTM_ESTE,UTM_NORTE,ALTITUD,ANIO,MES,PREP_MENSUAL
1000005,VISVIRI,1,173542,692836,449416,8054572,4080,1998,5,0
1000005,VISVIRI,1,173542,692836,449416,8054572,4080,1998,6,40
1000005,VISVIRI,1,173542,692836,449416,8054572,4080,1998,7,0
1000005,VISVIRI,1,173542,692836,449416,8054572,4080,1998,8,0
1000005,VISVIRI,1,173542,692836,449416,8054572,4080,1998,9,0
1000005,VISVIRI,1,173542,692836,449416,8054572,4080,1998,10,0
1000005,VISVIRI,1,173542,692836,449416,8054572,4080,1998,11,0
1000005,VISVIRI,1,173542,692836,449416,8054572,4080,1998,12,2
1000005,VISVIRI,1,173542,692836,449416,8054572,4080,1999,1,24
1000005,VISVIRI,1,173542,692836,449416,8054572,4080,1999,2,117
1000005,VISVIRI,1,173542,692836,449416,8054572,4080,1999,3,94
1000005,VISVIRI,1,173542,692836,449416,8054572,4080,1999,4,8
1000005,VISVIRI,1,173542,692836,449416,8054572,4080,1999,5,0
1000005,VISVIRI,1,173542,692836,449416,8054572,4080,1999,6,0
1000005,VISVIRI,1,173542,692836,449416,8054572,4080,1999,7,0
1000005,VISVIRI,1,173542,692836,449416,8054572,4080,1999,8,0
1000005,VISVIRI,1,173542,692836,449416,8054572,4080,1999,9,0
1000005,VISVIRI,1,173542,692836,449416,8054572,4080,1999,11,0
1000005,VISVIRI,1,173542,692836,449416,8054572,4080,1999,12,12.1
1000005,VISVIRI,1,173542,692836,449416,8054572,4080,2000,1,72.7
1000005,VISVIRI,1,173542,692836,449416,8054572,4080,2000,2,82.3
1000005,VISVIRI,1,173542,692836,449416,8054572,4080,2000,3,59.1
1000005,VISVIRI,1,173542,692836,449416,8054572,4080,2000,4,9.7
1000005,VISVIRI,1,173542,692836,449416,8054572,4080,2000,5,2.8
1000005,VISVIRI,1,173542,692836,449416,8054572,4080,2000,6,0
1000005,VISVIRI,1,173542,692836,449416,8054572,4080,2000,7,0
1000005,VISVIRI,1,173542,692836,449416,8054572,4080,2000,8,0
1000005,VISVIRI,1,173542,692836,449416,8054572,4080,2000,9,1.2
1000005,VISVIRI,1,173542,692836,449416,8054572,4080,2000,10,5.1
