CODIGO ESTACION,NOMBRE ESTACION,COD_REGION,REGION,COMUNA,LAT,LONG,UTM_ESTE,UTM_NORTE,ALTITUD,ANIO,MES,PREP_MENSUAL,Unidad
01000005,VISVIRI,1,DE TARAPACA,GENERAL LAGOS,0173542  ,0692836  ,449416,8054572,4080,1968,5,20.0,mm
01000005,VISVIRI,1,DE TARAPACA,GENERAL LAGOS,0173542  ,0692836  ,449416,8054572,4080,1968,6,9.0,mm
01000005,VISVIRI,1,DE TARAPACA,GENERAL LAGOS,0173542  ,0692836  ,449416,8054572,4080,1968,7,23.5,mm
01000005,VISVIRI,1,DE TARAPACA,GENERAL LAGOS,0173542  ,0692836  ,449416,8054572,4080,1968,8,0.0,mm
01000005,VISVIRI,1,DE TARAPACA,GENERAL LAGOS,0173542  ,0692836  ,449416,8054572,4080,1968,9,0.0,mm
01000005,VISVIRI,1,DE TARAPACA,GENERAL LAGOS,0173542  ,0692836  ,449416,8054572,4080,1968,10,15.0,mm
01000005,VISVIRI,1,DE TARAPACA,GENERAL LAGOS,0173542  ,0692836  ,449416,8054572,4080,1968,11,12.0,mm
01000005,VISVIRI,1,DE TARAPACA,GENERAL LAGOS,0173542  ,0692836  ,449416,8054572,4080,1969,1,73.7,mm
01000005,VISVIRI,1,DE TARAPACA,GENERAL LAGOS,0173542  ,0692836  ,449416,8054572,4080,1969,2,72.3,mm
01000005,VISVIRI,1,DE TARAPACA,GENERAL LAGOS,0173542  ,0692836  ,449416,8054572,4080,1969,4,0.0,mm
01000005,VISVIRI,1,DE TARAPACA,GENERAL LAGOS,0173542  ,0692836  ,449416,8054572,4080,1969,5,0.0,mm
01000005,VISVIRI,1,DE TARAPACA,GENERAL LAGOS,0173542  ,0692836  ,449416,8054572,4080,1969,6,0.0,mm
01000005,VISVIRI,1,DE TARAPACA,GENERAL LAGOS,0173542  ,0692836  ,449416,8054572,4080,1969,7,0.0,mm
01000005,VISVIRI,1,DE TARAPACA,GENERAL LAGOS,0173542  ,0692836  ,449416,8054572,4080,1969,8,0.0,mm
01000005,VISVIRI,1,DE TARAPACA,GENERAL LAGOS,0173542  ,0692836  ,449416,8054572,4080,1969,9,0.0,mm
01000005,VISVIRI,1,DE TARAPACA,GENERAL LAGOS,0173542  ,0692836  ,449416,8054572,4080,1969,10,0.0,mm
01000005,VISVIRI,1,DE TARAPACA,GENERAL LAGOS,0173542  ,0692836  ,449416,8054572,4080,1969,11,0.0,mm
01000005,VISVIRI,1,DE TARAPACA,GENERAL LAGOS,0173542  ,0692836  ,449416,8054572,4080,1969,12,13.3,mm
01000005,VISVIRI,1,DE TARAPACA,GENERAL LAGOS,0173542  ,0692836  ,449416,8054572,4080,1970,1,33.0,mm
