CODIGO ESTACION,NOMBRE ESTACION,COD_REGION,REGION,COMUNA,LAT,LONG,UTM_ESTE,UTM_NORTE,ALTITUD,ANIO,MES,PREP_MENSUAL,Unidad
03003001,SALAR DE LA ISLA,3,DE ATACAMA,DIEGO DE ALMAGRO,0253953  ,0683743  ,537272,7161392,3966,2024,9,0.0,mm
03003001,SALAR DE LA ISLA,3,DE ATACAMA,DIEGO DE ALMAGRO,0253953  ,0683743  ,537272,7161392,3966,2024,10,1.8000000000000003,mm
03011001,Salar Grande,3,DE ATACAMA,DIEGO DE ALMAGRO,0255952  ,0684059  ,531719,7124523,3976,2024,9,0.0,mm
03011001,Salar Grande,3,DE ATACAMA,DIEGO DE ALMAGRO,0255952  ,0684059  ,531719,7124523,3976,2024,12,0.0,mm
03022001,RIO LA OLA EN VERTEDERO,3,DE ATACAMA,DIEGO DE ALMAGRO,0262906  ,0690336  ,494003,7070581,3588,2024,9,0.0,mm
03022001,RIO LA OLA EN VERTEDERO,3,DE ATACAMA,DIEGO DE ALMAGRO,0262906  ,0690336  ,494003,7070581,3588,2024,10,11.1,mm
03022001,RIO LA OLA EN VERTEDERO,3,DE ATACAMA,DIEGO DE ALMAGRO,0262906  ,0690336  ,494003,7070581,3588,2024,11,0.0,mm
03022001,RIO LA OLA EN VERTEDERO,3,DE ATACAMA,DIEGO DE ALMAGRO,0262906  ,0690336  ,494003,7070581,3588,2024,12,0.0,mm
03023000,SALAR DE PEDERNALES,3,DE ATACAMA,DIEGO DE ALMAGRO,0262113  ,0691047  ,482064,7085124,3395,2019,12,0.0,mm
03023000,SALAR DE PEDERNALES,3,DE ATACAMA,DIEGO DE ALMAGRO,0262113  ,0691047  ,482064,7085124,3395,2020,1,8.7,mm
03023000,SALAR DE PEDERNALES,3,DE ATACAMA,DIEGO DE ALMAGRO,0262113  ,0691047  ,482064,7085124,3395,2020,2,0.0,mm
03023000,SALAR DE PEDERNALES,3,DE ATACAMA,DIEGO DE ALMAGRO,0262113  ,0691047  ,482064,7085124,3395,2020,3,0.0,mm
03023000,SALAR DE PEDERNALES,3,DE ATACAMA,DIEGO DE ALMAGRO,0262113  ,0691047  ,482064,7085124,3395,2020,4,0.0,mm
03023000,SALAR DE PEDERNALES,3,DE ATACAMA,DIEGO DE ALMAGRO,0262113  ,0691047  ,482064,7085124,3395,2020,5,0.0,mm
03023000,SALAR DE PEDERNALES,3,DE ATACAMA,DIEGO DE ALMAGRO,0262113  ,0691047  ,482064,7085124,3395,2020,6,0.1,mm
03023000,SALAR DE PEDERNALES,3,DE ATACAMA,DIEGO DE ALMAGRO,0262113  ,0691047  ,482064,7085124,3395,2020,7,0.0,mm
03023000,SALAR DE PEDERNALES,3,DE ATACAMA,DIEGO DE ALMAGRO,0262113  ,0691047  ,482064,7085124,3395,2020,8,0.0,mm
03023000,SALAR DE PEDERNALES,3,DE ATACAMA,DIEGO DE ALMAGRO,0262113  ,0691047  ,482064,7085124,3395,2020,9,0.0,mm
03023000,SALAR DE PEDERNALES,3,DE ATACAMA,DIEGO DE ALMAGRO,0262113  ,0691047  ,482064,7085124,3395,2021,1,0.0,mm
03023000,SALAR DE PEDERNALES,3,DE ATACAMA,DIEGO DE ALMAGRO,0262113  ,0691047  ,482064,7085124,3395,2021,2,9.0,mm
03023000,SALAR DE PEDERNALES,3,DE ATACAMA,DIEGO DE ALMAGRO,0262113  ,0691047  ,482064,7085124,3395,2021,3,9.0,mm
03023000,SALAR DE PEDERNALES,3,DE ATACAMA,DIEGO DE ALMAGRO,0262113  ,0691047  ,482064,7085124,3395,2021,4,0.0,mm
03023000,SALAR DE PEDERNALES,3,DE ATACAMA,DIEGO DE ALMAGRO,0262113  ,0691047  ,482064,7085124,3395,2021,5,9.0,mm
03023000,SALAR DE PEDERNALES,3,DE ATACAMA,DIEGO DE ALMAGRO,0262113  ,0691047  ,482064,7085124,3395,2021,6,2.9000000953674316,mm
03023000,SALAR DE PEDERNALES,3,DE ATACAMA,DIEGO DE ALMAGRO,0262113  ,0691047  ,482064,7085124,3395,2021,7,0.5,mm
03023000,SALAR DE PEDERNALES,3,DE ATACAMA,DIEGO DE ALMAGRO,0262113  ,0691047  ,482064,7085124,3395,2021,8,0.0,mm
03023000,SALAR DE PEDERNALES,3,DE ATACAMA,DIEGO DE ALMAGRO,0262113  ,0691047  ,482064,7085124,3395,2021,9,0.0,mm
03023000,SALAR DE PEDERNALES,3,DE ATACAMA,DIEGO DE ALMAGRO,0262113  ,0691047  ,482064,7085124,3395,2021,10,0.0,mm
03023000,SALAR DE PEDERNALES,3,DE ATACAMA,DIEGO DE ALMAGRO,0262113  ,0691047  ,482064,7085124,3395,2021,11,0.0,mm
03023000,SALAR DE PEDERNALES,3,DE ATACAMA,DIEGO DE ALMAGRO,0262113  ,0691047  ,482064,7085124,3395,2021,12,0.0,mm
03023000,SALAR DE PEDERNALES,3,DE ATACAMA,DIEGO DE ALMAGRO,0262113  ,0691047  ,482064,7085124,3395,2024,9,0.0,mm
03023000,SALAR DE PEDERNALES,3,DE ATACAMA,DIEGO DE ALMAGRO,0262113  ,0691047  ,482064,7085124,3395,2024,10,1.9,mm
03023000,SALAR DE PEDERNALES,3,DE ATACAMA,DIEGO DE ALMAGRO,0262113  ,0691047  ,482064,7085124,3395,2024,11,0.0,mm
03023000,SALAR DE PEDERNALES,3,DE ATACAMA,DIEGO DE ALMAGRO,0262113  ,0691047  ,482064,7085124,3395,2024,12,0.0,mm
03031002,VOLCAN OJOS DEL SALADO BAJO REFUGIO ATACAMA,3,DE ATACAMA,COPIAPO,0270307  ,0683207  ,546098,7007714,5201,2024,9,0.0,mm
03031002,VOLCAN OJOS DEL SALADO BAJO REFUGIO ATACAMA,3,DE ATACAMA,COPIAPO,0270307  ,0683207  ,546098,7007714,5201,2024,10,1.0,mm
03031002,VOLCAN OJOS DEL SALADO BAJO REFUGIO ATACAMA,3,DE ATACAMA,COPIAPO,0270307  ,0683207  ,546098,7007714,5201,2024,11,0.0,mm
03031002,VOLCAN OJOS DEL SALADO BAJO REFUGIO ATACAMA,3,DE ATACAMA,COPIAPO,0270307  ,0683207  ,546098,7007714,5201,2024,12,0.0,mm
03041012,SALAR MARICUNGA,3,DE ATACAMA,COPIAPO,0270459  ,0691041  ,482347,7004353,3783,2024,9,0.0,mm
