CODIGO ESTACION,NOMBRE ESTACION,COD_REGION,REGION,COMUNA,LAT,LONG,UTM_ESTE,UTM_NORTE,ALTITUD,ANIO,MES,PREP_MENSUAL,Unidad
07100007,RIO MALO ANTES JUNTA RIO TENO,7,DEL MAULE,ROMERAL,0350659  ,0702920  ,364306,6113005,1568,2025,1,0.0,mm
07100007,RIO MALO ANTES JUNTA RIO TENO,7,DEL MAULE,ROMERAL,0350659  ,0702920  ,364306,6113005,1568,2025,2,0.0,mm
07100007,RIO MALO ANTES JUNTA RIO TENO,7,DEL MAULE,ROMERAL,0350659  ,0702920  ,364306,6113005,1568,2025,3,0.0,mm
07100007,RIO MALO ANTES JUNTA RIO TENO,7,DEL MAULE,ROMERAL,0350659  ,0702920  ,364306,6113005,1568,2025,9,68.2,mm
07100007,RIO MALO ANTES JUNTA RIO TENO,7,DEL MAULE,ROMERAL,0350659  ,0702920  ,364306,6113005,1568,2025,11,1.3,mm
07100007,RIO MALO ANTES JUNTA RIO TENO,7,DEL MAULE,ROMERAL,0350659  ,0702920  ,364306,6113005,1568,2025,12,16.1,mm
07100007,RIO MALO ANTES JUNTA RIO TENO,7,DEL MAULE,ROMERAL,0350659  ,0702920  ,364306,6113005,1568,2026,1,9.8,mm
07100007,RIO MALO ANTES JUNTA RIO TENO,7,DEL MAULE,ROMERAL,0350659  ,0702920  ,364306,6113005,1568,2026,2,0.0,mm
07100007,RIO MALO ANTES JUNTA RIO TENO,7,DEL MAULE,ROMERAL,0350659  ,0702920  ,364306,6113005,1568,2026,3,55.4,mm
07100007,RIO MALO ANTES JUNTA RIO TENO,7,DEL MAULE,ROMERAL,0350659  ,0702920  ,364306,6113005,1568,2026,4,138.4,mm
07100008,EMBALSE EL PLANCHON (LM),7,DEL MAULE,ROMERAL,0351000  ,0703220  ,359853,6107389,2500,2025,1,0.0,mm
07100008,EMBALSE EL PLANCHON (LM),7,DEL MAULE,ROMERAL,0351000  ,0703220  ,359853,6107389,2500,2025,2,0.0,mm
07100008,EMBALSE EL PLANCHON (LM),7,DEL MAULE,ROMERAL,0351000  ,0703220  ,359853,6107389,2500,2025,11,0.5,mm
07100008,EMBALSE EL PLANCHON (LM),7,DEL MAULE,ROMERAL,0351000  ,0703220  ,359853,6107389,2500,2025,12,23.300000000000004,mm
07100008,EMBALSE EL PLANCHON (LM),7,DEL MAULE,ROMERAL,0351000  ,0703220  ,359853,6107389,2500,2026,1,21.9,mm
07100008,EMBALSE EL PLANCHON (LM),7,DEL MAULE,ROMERAL,0351000  ,0703220  ,359853,6107389,2500,2026,2,0.0,mm
07100008,EMBALSE EL PLANCHON (LM),7,DEL MAULE,ROMERAL,0351000  ,0703220  ,359853,6107389,2500,2026,3,35.9,mm
07100008,EMBALSE EL PLANCHON (LM),7,DEL MAULE,ROMERAL,0351000  ,0703220  ,359853,6107389,2500,2026,4,112.4,mm
07103003,LOS QUEÑES,7,DEL MAULE,ROMERAL,0345960  ,0704846  ,334570,6125466,663,1960,1,0.0,mm
07103003,LOS QUEÑES,7,DEL MAULE,ROMERAL,0345960  ,0704846  ,334570,6125466,663,1960,2,0.0,mm
07103003,LOS QUEÑES,7,DEL MAULE,ROMERAL,0345960  ,0704846  ,334570,6125466,663,1960,3,5.0,mm
07103003,LOS QUEÑES,7,DEL MAULE,ROMERAL,0345960  ,0704846  ,334570,6125466,663,1960,4,17.0,mm
07103003,LOS QUEÑES,7,DEL MAULE,ROMERAL,0345960  ,0704846  ,334570,6125466,663,1960,5,75.0,mm
07103003,LOS QUEÑES,7,DEL MAULE,ROMERAL,0345960  ,0704846  ,334570,6125466,663,1960,6,376.0,mm
07103003,LOS QUEÑES,7,DEL MAULE,ROMERAL,0345960  ,0704846  ,334570,6125466,663,1960,7,190.0,mm
07103003,LOS QUEÑES,7,DEL MAULE,ROMERAL,0345960  ,0704846  ,334570,6125466,663,1960,8,105.0,mm
07103003,LOS QUEÑES,7,DEL MAULE,ROMERAL,0345960  ,0704846  ,334570,6125466,663,1960,9,103.0,mm
07103003,LOS QUEÑES,7,DEL MAULE,ROMERAL,0345960  ,0704846  ,334570,6125466,663,1960,10,90.0,mm
07103003,LOS QUEÑES,7,DEL MAULE,ROMERAL,0345960  ,0704846  ,334570,6125466,663,1960,11,10.0,mm
07103003,LOS QUEÑES,7,DEL MAULE,ROMERAL,0345960  ,0704846  ,334570,6125466,663,1960,12,0.0,mm
